GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015
0100000US,,United States,310M200US23460,23460,"United States - In metropolitan statistical area - Gadsden, AL Metro Area","Gadsden, AL Metro Area",104430,104427,104442,104236,104235,103852,103452,103057
0100000US,,United States,310M200US23540,23540,"United States - In metropolitan statistical area - Gainesville, FL Metro Area","Gainesville, FL Metro Area",264275,264274,264619,266674,268547,270173,273495,277163
0100000US,,United States,310M200US23580,23580,"United States - In metropolitan statistical area - Gainesville, GA Metro Area","Gainesville, GA Metro Area",179684,179684,180003,182920,185012,187588,190525,193535
0100000US,,United States,310M200US23900,23900,"United States - In metropolitan statistical area - Gettysburg, PA Metro Area","Gettysburg, PA Metro Area",101407,101417,101472,101657,101572,101525,101787,102295
0100000US,,United States,310M200US24020,24020,"United States - In metropolitan statistical area - Glens Falls, NY Metro Area","Glens Falls, NY Metro Area",128923,128921,128976,128776,128462,127890,127356,126918
0100000US,,United States,310M200US24140,24140,"United States - In metropolitan statistical area - Goldsboro, NC Metro Area","Goldsboro, NC Metro Area",122623,122623,122892,124028,124516,124597,124502,124132
0100000US,,United States,310M200US24220,24220,"United States - In metropolitan statistical area - Grand Forks, ND-MN Metro Area","Grand Forks, ND-MN Metro Area",98461,98461,98616,98187,99198,101020,101779,102449
0100000US,,United States,310M200US24260,24260,"United States - In metropolitan statistical area - Grand Island, NE Metro Area","Grand Island, NE Metro Area",81850,81850,82057,82698,83461,84099,84751,85066
0100000US,,United States,310M200US24300,24300,"United States - In metropolitan statistical area - Grand Junction, CO Metro Area","Grand Junction, CO Metro Area",146723,146723,146489,147372,147720,147676,147890,148513
0100000US,,United States,310M200US24340,24340,"United States - In metropolitan statistical area - Grand Rapids-Wyoming, MI Metro Area","Grand Rapids-Wyoming, MI Metro Area",988938,988940,989524,996733,1006814,1018291,1028962,1038583
0100000US,,United States,310M200US24420,24420,"United States - In metropolitan statistical area - Grants Pass, OR Metro Area","Grants Pass, OR Metro Area",82713,82713,82868,82641,82791,83263,83606,84745
0100000US,,United States,310M200US24500,24500,"United States - In metropolitan statistical area - Great Falls, MT Metro Area","Great Falls, MT Metro Area",81327,81327,81533,81772,81767,82367,82268,82278
0100000US,,United States,310M200US24540,24540,"United States - In metropolitan statistical area - Greeley, CO Metro Area","Greeley, CO Metro Area",252825,252831,254166,258704,264117,270368,276379,285174
0100000US,,United States,310M200US24580,24580,"United States - In metropolitan statistical area - Green Bay, WI Metro Area","Green Bay, WI Metro Area",306241,306241,306736,308771,311081,312514,314498,316519
0100000US,,United States,310M200US24660,24660,"United States - In metropolitan statistical area - Greensboro-High Point, NC Metro Area","Greensboro-High Point, NC Metro Area",723801,723798,725068,730175,736015,741422,747397,752157
0100000US,,United States,310M200US24780,24780,"United States - In metropolitan statistical area - Greenville, NC Metro Area","Greenville, NC Metro Area",168148,168148,168822,170782,172924,174339,175103,175842
0100000US,,United States,310M200US24860,24860,"United States - In metropolitan statistical area - Greenville-Anderson-Mauldin, SC Metro Area","Greenville-Anderson-Mauldin, SC Metro Area",824112,824107,825782,833560,842067,850124,862533,874869
0100000US,,United States,310M200US25060,25060,"United States - In metropolitan statistical area - Gulfport-Biloxi-Pascagoula, MS Metro Area","Gulfport-Biloxi-Pascagoula, MS Metro Area",370702,370787,371451,375726,379022,382558,386297,389255
0100000US,,United States,310M200US25180,25180,"United States - In metropolitan statistical area - Hagerstown-Martinsburg, MD-WV Metro Area","Hagerstown-Martinsburg, MD-WV Metro Area",251599,251602,252384,254525,256233,257910,259817,261486
0100000US,,United States,310M200US25220,25220,"United States - In metropolitan statistical area - Hammond, LA Metro Area","Hammond, LA Metro Area",121097,121101,121491,122644,123672,125413,126948,128755
0100000US,,United States,310M200US25260,25260,"United States - In metropolitan statistical area - Hanford-Corcoran, CA Metro Area","Hanford-Corcoran, CA Metro Area",152982,152982,152367,151969,151201,150748,150108,150965
0100000US,,United States,310M200US25420,25420,"United States - In metropolitan statistical area - Harrisburg-Carlisle, PA Metro Area","Harrisburg-Carlisle, PA Metro Area",549475,549473,550239,551895,554913,558041,561134,565006
0100000US,,United States,310M200US25500,25500,"United States - In metropolitan statistical area - Harrisonburg, VA Metro Area","Harrisonburg, VA Metro Area",125228,125217,125415,126873,128479,128986,130395,131131
0100000US,,United States,310M200US25540,25540,"United States - In metropolitan statistical area - Hartford-West Hartford-East Hartford, CT Metro Area","Hartford-West Hartford-East Hartford, CT Metro Area",1212381,1212387,1214139,1216195,1214591,1214949,1213225,1211324
0100000US,,United States,310M200US25620,25620,"United States - In metropolitan statistical area - Hattiesburg, MS Metro Area","Hattiesburg, MS Metro Area",142842,142857,143293,145263,146665,147760,148168,148839
0100000US,,United States,310M200US25860,25860,"United States - In metropolitan statistical area - Hickory-Lenoir-Morganton, NC Metro Area","Hickory-Lenoir-Morganton, NC Metro Area",365497,365492,365196,364234,363389,363016,362223,362510
0100000US,,United States,310M200US25940,25940,"United States - In metropolitan statistical area - Hilton Head Island-Bluffton-Beaufort, SC Metro Area","Hilton Head Island-Bluffton-Beaufort, SC Metro Area",187010,187010,187832,189363,193362,197571,202137,207413
0100000US,,United States,310M200US25980,25980,"United States - In metropolitan statistical area - Hinesville, GA Metro Area","Hinesville, GA Metro Area",77917,77917,77369,80365,81550,80648,82317,80198
0100000US,,United States,310M200US26140,26140,"United States - In metropolitan statistical area - Homosassa Springs, FL Metro Area","Homosassa Springs, FL Metro Area",141236,141236,141266,139755,139256,138985,139217,141058
0100000US,,United States,310M200US26300,26300,"United States - In metropolitan statistical area - Hot Springs, AR Metro Area","Hot Springs, AR Metro Area",96024,96000,96128,96603,96798,97006,97185,97177
0100000US,,United States,310M200US26380,26380,"United States - In metropolitan statistical area - Houma-Thibodaux, LA Metro Area","Houma-Thibodaux, LA Metro Area",208178,208176,208224,208631,208789,209911,211454,212297
0100000US,,United States,310M200US26420,26420,"United States - In metropolitan statistical area - Houston-The Woodlands-Sugar Land, TX Metro Area","Houston-The Woodlands-Sugar Land, TX Metro Area",5920416,5920493,5948253,6059752,6185988,6332710,6497864,6656947
0100000US,,United States,310M200US26580,26580,"United States - In metropolitan statistical area - Huntington-Ashland, WV-KY-OH Metro Area","Huntington-Ashland, WV-KY-OH Metro Area",364908,364930,365075,364820,364860,364087,363153,361580
0100000US,,United States,310M200US26620,26620,"United States - In metropolitan statistical area - Huntsville, AL Metro Area","Huntsville, AL Metro Area",417593,417593,419301,425131,430017,435590,440724,444752
0100000US,,United States,310M200US26820,26820,"United States - In metropolitan statistical area - Idaho Falls, ID Metro Area","Idaho Falls, ID Metro Area",133265,133337,133824,134956,136301,137039,138126,139747
0100000US,,United States,310M200US26900,26900,"United States - In metropolitan statistical area - Indianapolis-Carmel-Anderson, IN Metro Area","Indianapolis-Carmel-Anderson, IN Metro Area",1887877,1888082,1892614,1910355,1929052,1953277,1971861,1988817
0100000US,,United States,310M200US26980,26980,"United States - In metropolitan statistical area - Iowa City, IA Metro Area","Iowa City, IA Metro Area",152586,152586,152988,155562,158842,161854,164508,166498
0100000US,,United States,310M200US27060,27060,"United States - In metropolitan statistical area - Ithaca, NY Metro Area","Ithaca, NY Metro Area",101564,101594,101774,102120,103133,104367,104727,104926
0100000US,,United States,310M200US27100,27100,"United States - In metropolitan statistical area - Jackson, MI Metro Area","Jackson, MI Metro Area",160248,160248,160169,159683,160137,159858,159624,159494
0100000US,,United States,310M200US27140,27140,"United States - In metropolitan statistical area - Jackson, MS Metro Area","Jackson, MS Metro Area",567122,567645,568799,574309,576779,577150,578335,578777
0100000US,,United States,310M200US27180,27180,"United States - In metropolitan statistical area - Jackson, TN Metro Area","Jackson, TN Metro Area",130011,130009,130009,129778,130326,130653,130103,129682
0100000US,,United States,310M200US27260,27260,"United States - In metropolitan statistical area - Jacksonville, FL Metro Area","Jacksonville, FL Metro Area",1345596,1345596,1349083,1362032,1379209,1396267,1421004,1449481
0100000US,,United States,310M200US27340,27340,"United States - In metropolitan statistical area - Jacksonville, NC Metro Area","Jacksonville, NC Metro Area",177772,177772,179595,177857,183769,185560,185267,186311
0100000US,,United States,310M200US27500,27500,"United States - In metropolitan statistical area - Janesville-Beloit, WI Metro Area","Janesville-Beloit, WI Metro Area",160331,160331,160234,159999,160288,160634,161267,161448
0100000US,,United States,310M200US27620,27620,"United States - In metropolitan statistical area - Jefferson City, MO Metro Area","Jefferson City, MO Metro Area",149807,149807,149955,150361,150350,150586,150847,151145
0100000US,,United States,310M200US27740,27740,"United States - In metropolitan statistical area - Johnson City, TN Metro Area","Johnson City, TN Metro Area",198716,198716,198973,199767,200504,200565,200148,200648
0100000US,,United States,310M200US27780,27780,"United States - In metropolitan statistical area - Johnstown, PA Metro Area","Johnstown, PA Metro Area",143679,143674,143468,142584,141540,138835,137534,136411
0100000US,,United States,310M200US27860,27860,"United States - In metropolitan statistical area - Jonesboro, AR Metro Area","Jonesboro, AR Metro Area",121026,121026,121248,122821,124232,125828,126821,128394
0100000US,,United States,310M200US27900,27900,"United States - In metropolitan statistical area - Joplin, MO Metro Area","Joplin, MO Metro Area",175518,175516,175871,176676,174494,175262,176162,177211
0100000US,,United States,310M200US27980,27980,"United States - In metropolitan statistical area - Kahului-Wailuku-Lahaina, HI Metro Area","Kahului-Wailuku-Lahaina, HI Metro Area",154924,154925,155068,156891,158599,161036,163487,164726
0100000US,,United States,310M200US28020,28020,"United States - In metropolitan statistical area - Kalamazoo-Portage, MI Metro Area","Kalamazoo-Portage, MI Metro Area",326589,326592,326909,328370,330227,332493,334085,335340
0100000US,,United States,310M200US28100,28100,"United States - In metropolitan statistical area - Kankakee, IL Metro Area","Kankakee, IL Metro Area",113449,113449,113450,113527,112988,112239,111473,110879
0100000US,,United States,310M200US28140,28140,"United States - In metropolitan statistical area - Kansas City, MO-KS Metro Area","Kansas City, MO-KS Metro Area",2009342,2009338,2013703,2025082,2039356,2055178,2071283,2087471
0100000US,,United States,310M200US28420,28420,"United States - In metropolitan statistical area - Kennewick-Richland, WA Metro Area","Kennewick-Richland, WA Metro Area",253340,253340,255648,263758,268365,271158,274469,279116
0100000US,,United States,310M200US28660,28660,"United States - In metropolitan statistical area - Killeen-Temple, TX Metro Area","Killeen-Temple, TX Metro Area",405300,405303,408337,412674,420073,423021,425143,431032
0100000US,,United States,310M200US28700,28700,"United States - In metropolitan statistical area - Kingsport-Bristol-Bristol, TN-VA Metro Area","Kingsport-Bristol-Bristol, TN-VA Metro Area",309544,309542,309584,309108,308862,308189,307723,307120
0100000US,,United States,310M200US28740,28740,"United States - In metropolitan statistical area - Kingston, NY Metro Area","Kingston, NY Metro Area",182493,182531,182421,182676,181839,181054,180787,180143
0100000US,,United States,310M200US28940,28940,"United States - In metropolitan statistical area - Knoxville, TN Metro Area","Knoxville, TN Metro Area",837571,837579,838767,842853,847824,851632,857067,861424
0100000US,,United States,310M200US29020,29020,"United States - In metropolitan statistical area - Kokomo, IN Metro Area","Kokomo, IN Metro Area",82752,82752,82731,82851,82900,82825,82693,82556
0100000US,,United States,310M200US29100,29100,"United States - In metropolitan statistical area - La Crosse-Onalaska, WI-MN Metro Area","La Crosse-Onalaska, WI-MN Metro Area",133665,133665,133880,134193,135558,135967,136595,136985
0100000US,,United States,310M200US29180,29180,"United States - In metropolitan statistical area - Lafayette, LA Metro Area","Lafayette, LA Metro Area",466750,466750,467612,470712,474247,479881,485411,490488
0100000US,,United States,310M200US29200,29200,"United States - In metropolitan statistical area - Lafayette-West Lafayette, IN Metro Area","Lafayette-West Lafayette, IN Metro Area",201789,201798,202087,204493,207355,210108,212271,214363
0100000US,,United States,310M200US29340,29340,"United States - In metropolitan statistical area - Lake Charles, LA Metro Area","Lake Charles, LA Metro Area",199607,199629,200009,200507,201128,202182,203544,205605
0100000US,,United States,310M200US29420,29420,"United States - In metropolitan statistical area - Lake Havasu City-Kingman, AZ Metro Area","Lake Havasu City-Kingman, AZ Metro Area",200186,200186,200374,202671,203232,202839,203331,204737
0100000US,,United States,310M200US29460,29460,"United States - In metropolitan statistical area - Lakeland-Winter Haven, FL Metro Area","Lakeland-Winter Haven, FL Metro Area",602095,602095,603192,609544,615584,622895,635264,650092
0100000US,,United States,310M200US29540,29540,"United States - In metropolitan statistical area - Lancaster, PA Metro Area","Lancaster, PA Metro Area",519445,519448,520357,523692,526879,530238,533645,536624
0100000US,,United States,310M200US29620,29620,"United States - In metropolitan statistical area - Lansing-East Lansing, MI Metro Area","Lansing-East Lansing, MI Metro Area",464036,464032,464244,466125,466872,468087,470322,472276
0100000US,,United States,310M200US29700,29700,"United States - In metropolitan statistical area - Laredo, TX Metro Area","Laredo, TX Metro Area",250304,250304,251337,255639,260015,263861,267018,269721
0100000US,,United States,310M200US29740,29740,"United States - In metropolitan statistical area - Las Cruces, NM Metro Area","Las Cruces, NM Metro Area",209233,209241,210202,212982,214428,214051,214059,214295
0100000US,,United States,310M200US29820,29820,"United States - In metropolitan statistical area - Las Vegas-Henderson-Paradise, NV Metro Area","Las Vegas-Henderson-Paradise, NV Metro Area",1951269,1951269,1953378,1967290,1998204,2028421,2069146,2114801
0100000US,,United States,310M200US29940,29940,"United States - In metropolitan statistical area - Lawrence, KS Metro Area","Lawrence, KS Metro Area",110826,110826,111242,112415,113255,114651,116463,118053
0100000US,,United States,310M200US30020,30020,"United States - In metropolitan statistical area - Lawton, OK Metro Area","Lawton, OK Metro Area",130291,130291,131563,132226,132754,131240,131352,130644
0100000US,,United States,310M200US30140,30140,"United States - In metropolitan statistical area - Lebanon, PA Metro Area","Lebanon, PA Metro Area",133568,133577,133673,134483,135528,135607,136196,137067
0100000US,,United States,310M200US30300,30300,"United States - In metropolitan statistical area - Lewiston, ID-WA Metro Area","Lewiston, ID-WA Metro Area",60888,60888,61045,61358,61444,62022,62120,62153
0100000US,,United States,310M200US30340,30340,"United States - In metropolitan statistical area - Lewiston-Auburn, ME Metro Area","Lewiston-Auburn, ME Metro Area",107702,107702,107706,107403,107558,107365,107408,107233
0100000US,,United States,310M200US30460,30460,"United States - In metropolitan statistical area - Lexington-Fayette, KY Metro Area","Lexington-Fayette, KY Metro Area",472099,472099,473464,478667,484921,489894,494982,500535
0100000US,,United States,310M200US30620,30620,"United States - In metropolitan statistical area - Lima, OH Metro Area","Lima, OH Metro Area",106331,106331,106405,105963,105329,105216,105048,104425
0100000US,,United States,310M200US30700,30700,"United States - In metropolitan statistical area - Lincoln, NE Metro Area","Lincoln, NE Metro Area",302157,302157,302985,306728,310601,314642,319840,323578
0100000US,,United States,310M200US30780,30780,"United States - In metropolitan statistical area - Little Rock-North Little Rock-Conway, AR Metro Area","Little Rock-North Little Rock-Conway, AR Metro Area",699757,699823,702416,710842,717780,724227,728960,731612
0100000US,,United States,310M200US30860,30860,"United States - In metropolitan statistical area - Logan, UT-ID Metro Area","Logan, UT-ID Metro Area",125442,125442,126160,127701,128795,130128,131334,133857
0100000US,,United States,310M200US30980,30980,"United States - In metropolitan statistical area - Longview, TX Metro Area","Longview, TX Metro Area",214369,214384,214732,215934,216722,216425,216795,217781
0100000US,,United States,310M200US31020,31020,"United States - In metropolitan statistical area - Longview, WA Metro Area","Longview, WA Metro Area",102410,102410,102417,102375,101840,101792,102214,103468
0100000US,,United States,310M200US31080,31080,"United States - In metropolitan statistical area - Los Angeles-Long Beach-Anaheim, CA Metro Area","Los Angeles-Long Beach-Anaheim, CA Metro Area",12828837,12828966,12843875,12952686,13059779,13165355,13254397,13340068
0100000US,,United States,310M200US31140,31140,"United States - In metropolitan statistical area - Louisville/Jefferson County, KY-IN Metro Area","Louisville/Jefferson County, KY-IN Metro Area",1235708,1235710,1237810,1244591,1252418,1263092,1271172,1278413
0100000US,,United States,310M200US31180,31180,"United States - In metropolitan statistical area - Lubbock, TX Metro Area","Lubbock, TX Metro Area",290805,290805,292203,295384,297967,301580,306680,311154
0100000US,,United States,310M200US31340,31340,"United States - In metropolitan statistical area - Lynchburg, VA Metro Area","Lynchburg, VA Metro Area",252634,252659,253054,254196,255715,256934,258151,259950
0100000US,,United States,310M200US31420,31420,"United States - In metropolitan statistical area - Macon, GA Metro Area","Macon, GA Metro Area",232293,232293,232260,232780,232804,231316,230591,230096
0100000US,,United States,310M200US31460,31460,"United States - In metropolitan statistical area - Madera, CA Metro Area","Madera, CA Metro Area",150865,150865,151125,152089,152160,152125,154562,154998
0100000US,,United States,310M200US31540,31540,"United States - In metropolitan statistical area - Madison, WI Metro Area","Madison, WI Metro Area",605435,605437,606557,613926,620675,627739,634364,641385
0100000US,,United States,310M200US31700,31700,"United States - In metropolitan statistical area - Manchester-Nashua, NH Metro Area","Manchester-Nashua, NH Metro Area",400721,400721,401016,401758,402641,403444,405339,406678
0100000US,,United States,310M200US31740,31740,"United States - In metropolitan statistical area - Manhattan, KS Metro Area","Manhattan, KS Metro Area",92719,92735,93319,95366,98627,98175,97524,98545
0100000US,,United States,310M200US31860,31860,"United States - In metropolitan statistical area - Mankato-North Mankato, MN Metro Area","Mankato-North Mankato, MN Metro Area",96740,96740,96840,97318,98014,97838,98754,99134
0100000US,,United States,310M200US31900,31900,"United States - In metropolitan statistical area - Mansfield, OH Metro Area","Mansfield, OH Metro Area",124475,124475,124173,123076,122600,122263,121914,121707
0100000US,,United States,310M200US32580,32580,"United States - In metropolitan statistical area - McAllen-Edinburg-Mission, TX Metro Area","McAllen-Edinburg-Mission, TX Metro Area",774769,774774,779143,795272,807776,819173,831561,842304
0100000US,,United States,310M200US32780,32780,"United States - In metropolitan statistical area - Medford, OR Metro Area","Medford, OR Metro Area",203206,203206,203413,204761,206336,207998,210151,212567
0100000US,,United States,310M200US32820,32820,"United States - In metropolitan statistical area - Memphis, TN-MS-AR Metro Area","Memphis, TN-MS-AR Metro Area",1324829,1324829,1326410,1332573,1340522,1341548,1342914,1344127
0100000US,,United States,310M200US32900,32900,"United States - In metropolitan statistical area - Merced, CA Metro Area","Merced, CA Metro Area",255793,255798,256832,259784,261788,263312,266087,268455
0100000US,,United States,310M200US33100,33100,"United States - In metropolitan statistical area - Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5564635,5566299,5585605,5706159,5788070,5861337,5937100,6012331
0100000US,,United States,310M200US33140,33140,"United States - In metropolitan statistical area - Michigan City-La Porte, IN Metro Area","Michigan City-La Porte, IN Metro Area",111467,111467,111454,111223,111223,111376,111695,110884
0100000US,,United States,310M200US33220,33220,"United States - In metropolitan statistical area - Midland, MI Metro Area","Midland, MI Metro Area",83629,83629,83664,83761,83660,83588,83479,83632
0100000US,,United States,310M200US33260,33260,"United States - In metropolitan statistical area - Midland, TX Metro Area","Midland, TX Metro Area",141671,141674,141806,145044,152178,157326,161440,166718
0100000US,,United States,310M200US33340,33340,"United States - In metropolitan statistical area - Milwaukee-Waukesha-West Allis, WI Metro Area","Milwaukee-Waukesha-West Allis, WI Metro Area",1555908,1555954,1556715,1561467,1567495,1571207,1574115,1575747
0100000US,,United States,310M200US33460,33460,"United States - In metropolitan statistical area - Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3348859,3348857,3355540,3389626,3423250,3460826,3495656,3524583
0100000US,,United States,310M200US33540,33540,"United States - In metropolitan statistical area - Missoula, MT Metro Area","Missoula, MT Metro Area",109299,109299,109455,110160,111077,111731,112681,114181
0100000US,,United States,310M200US33660,33660,"United States - In metropolitan statistical area - Mobile, AL Metro Area","Mobile, AL Metro Area",412992,413143,413332,413062,413750,414121,414926,415395
0100000US,,United States,310M200US33700,33700,"United States - In metropolitan statistical area - Modesto, CA Metro Area","Modesto, CA Metro Area",514453,514451,515334,518282,522097,526119,531951,538388
0100000US,,United States,310M200US33740,33740,"United States - In metropolitan statistical area - Monroe, LA Metro Area","Monroe, LA Metro Area",176441,176502,176798,177383,177800,178466,178622,179238
0100000US,,United States,310M200US33780,33780,"United States - In metropolitan statistical area - Monroe, MI Metro Area","Monroe, MI Metro Area",152021,152021,151945,151535,150878,150253,149945,149568
0100000US,,United States,310M200US33860,33860,"United States - In metropolitan statistical area - Montgomery, AL Metro Area","Montgomery, AL Metro Area",374536,374529,375123,377880,375745,373646,373256,373792
0100000US,,United States,310M200US34060,34060,"United States - In metropolitan statistical area - Morgantown, WV Metro Area","Morgantown, WV Metro Area",129709,129709,130337,132310,134433,135635,136835,138176
0100000US,,United States,310M200US34100,34100,"United States - In metropolitan statistical area - Morristown, TN Metro Area","Morristown, TN Metro Area",113951,114111,114166,114753,115007,115366,115674,116642
0100000US,,United States,310M200US34580,34580,"United States - In metropolitan statistical area - Mount Vernon-Anacortes, WA Metro Area","Mount Vernon-Anacortes, WA Metro Area",116901,116901,117004,117768,118032,118745,120325,121846
0100000US,,United States,310M200US34620,34620,"United States - In metropolitan statistical area - Muncie, IN Metro Area","Muncie, IN Metro Area",117671,117671,117692,117824,117364,117435,117201,116852
0100000US,,United States,310M200US34740,34740,"United States - In metropolitan statistical area - Muskegon, MI Metro Area","Muskegon, MI Metro Area",172188,172188,171922,169985,170129,172213,172300,172790
0100000US,,United States,310M200US34820,34820,"United States - In metropolitan statistical area - Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",376722,376722,378697,385691,394006,404441,417177,431964
0100000US,,United States,310M200US34900,34900,"United States - In metropolitan statistical area - Napa, CA Metro Area","Napa, CA Metro Area",136484,136530,136810,137998,139055,140413,141551,142456
0100000US,,United States,310M200US34940,34940,"United States - In metropolitan statistical area - Naples-Immokalee-Marco Island, FL Metro Area","Naples-Immokalee-Marco Island, FL Metro Area",321520,321520,322683,327742,332515,339537,348355,357305
0100000US,,United States,310M200US34980,34980,"United States - In metropolitan statistical area - Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1670890,1670896,1675972,1698475,1727473,1759034,1793910,1830345
0100000US,,United States,310M200US35100,35100,"United States - In metropolitan statistical area - New Bern, NC Metro Area","New Bern, NC Metro Area",126802,126802,127120,128261,128637,127515,127333,126245
0100000US,,United States,310M200US35300,35300,"United States - In metropolitan statistical area - New Haven-Milford, CT Metro Area","New Haven-Milford, CT Metro Area",862477,862474,863401,863977,863921,862515,861238,859470
0100000US,,United States,310M200US35380,35380,"United States - In metropolitan statistical area - New Orleans-Metairie, LA Metro Area","New Orleans-Metairie, LA Metro Area",1189866,1189863,1195613,1214065,1228059,1241508,1251962,1262888
0100000US,,United States,310M200US35620,35620,"United States - In metropolitan statistical area - New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York-Newark-Jersey City, NY-NJ-PA Metro Area",19567410,19566387,19601147,19756397,19871785,19994144,20095119,20182305
0100000US,,United States,310M200US35660,35660,"United States - In metropolitan statistical area - Niles-Benton Harbor, MI Metro Area","Niles-Benton Harbor, MI Metro Area",156813,156817,156792,156510,156015,155363,155299,154636
0100000US,,United States,310M200US35840,35840,"United States - In metropolitan statistical area - North Port-Sarasota-Bradenton, FL Metro Area","North Port-Sarasota-Bradenton, FL Metro Area",702281,702268,703366,708805,719982,732334,748795,768918
0100000US,,United States,310M200US35980,35980,"United States - In metropolitan statistical area - Norwich-New London, CT Metro Area","Norwich-New London, CT Metro Area",274055,274046,274067,273211,274394,273716,272743,271863
0100000US,,United States,310M200US36100,36100,"United States - In metropolitan statistical area - Ocala, FL Metro Area","Ocala, FL Metro Area",331298,331304,331421,332272,334094,335688,338749,343254
0100000US,,United States,310M200US36140,36140,"United States - In metropolitan statistical area - Ocean City, NJ Metro Area","Ocean City, NJ Metro Area",97265,97265,97263,96597,96447,95896,95359,94727
0100000US,,United States,310M200US36220,36220,"United States - In metropolitan statistical area - Odessa, TX Metro Area","Odessa, TX Metro Area",137130,137133,137078,139733,144552,149666,154399,159436
0100000US,,United States,310M200US36260,36260,"United States - In metropolitan statistical area - Ogden-Clearfield, UT Metro Area","Ogden-Clearfield, UT Metro Area",597159,597159,599800,606094,612852,622524,632295,642850
0100000US,,United States,310M200US36420,36420,"United States - In metropolitan statistical area - Oklahoma City, OK Metro Area","Oklahoma City, OK Metro Area",1252987,1252992,1257950,1276810,1298118,1321040,1337619,1358452
